// Generated from items.bmd with MuOnline PentiumTools
//ItemSlot is: -1)Default, 0)Right-Hand Weapon, 1)Left-Hand Weapon, 2)Helmet, 3)Armor, 4)Pants, 5)Gloves, 6)Boots, 7)Wing, 8)SecondaryUnit, 9)Necklace, 10)Ring
//skilltype is 0:no skill, OtherNumber: Skill index in skill.txt

//Index	ItemSlot	Skill	X	Y	Serial	Option	Drop	ItemName	ItemLvl	DmgMin	DmgMax	Speed	Durability	MagicDur	MagicPwr	RequiredLvl	Strength	Agility	Energy	Vitality	Command	Type	DW/SM	DK/BK	Elf/ME	MG	DL	SUM
0
0	0	0	0	0	0	0	0	"波刃剑"	6	1	2	0	50	0	20	0	0	40	40	0	0	0	1	1	1	1	1	1	
1	0	0	0	0	0	0	0	"短剑"	3	1	3	0	20	0	22	0	0	60	0	0	0	0	1	1	1	1	1	1	
2	0	0	0	0	0	0	0	"西洋剑"	9	1	3	0	40	0	23	0	0	50	40	0	0	0	0	1	1	1	1	1	
3	0	0	20	0	0	0	0	"东洋刀"	16	1	3	0	35	0	27	0	0	80	40	0	0	0	0	1	0	1	1	0	
4	0	0	21	0	0	0	0	"暗杀者"	12	1	3	0	30	0	24	0	0	60	40	0	0	0	0	1	0	1	1	0	
5	0	0	22	0	0	0	0	"极光刀"	36	1	3	0	30	0	39	0	0	80	50	0	0	0	1	1	1	1	1	0	
6	0	0	20	0	0	0	0	"拉丁剑"	20	1	3	0	20	0	30	0	0	110	0	0	0	0	0	1	1	1	1	0	
7	0	0	21	0	0	0	0	"偃月刀"	24	1	3	0	25	0	34	0	0	120	0	0	0	0	0	1	0	1	1	0	
8	0	0	21	0	0	0	0	"巨蛇魔剑"	30	1	3	0	20	0	36	0	0	130	0	0	0	0	0	1	0	1	1	0	
9	0	0	20	0	0	0	0	"背叛者"	32	2	3	0	30	0	40	0	0	103	0	0	0	0	0	1	0	1	0	0	
10	0	0	22	0	0	0	0	"天行者"	40	2	4	0	25	0	50	0	0	80	60	0	0	0	0	1	1	1	0	0	
11	0	0	20	0	0	0	0	"传说之剑"	44	2	3	0	20	0	54	0	0	120	0	0	0	0	0	1	0	1	0	0	
12	0	0	19	0	0	0	0	"太阳之剑"	56	2	3	0	25	0	66	0	0	140	0	0	0	0	0	1	0	1	0	0	
13	0	0	22	0	0	0	0	"真红之剑"	48	1	3	0	30	0	43	0	0	70	70	0	0	0	0	1	1	1	0	0	
14	0	0	22	0	0	0	0	"雷神之剑"	59	1	3	0	30	0	50	0	0	90	50	0	0	0	0	1	1	1	0	0	
15	0	0	23	0	0	0	0	"帝王之剑"	52	2	3	0	20	0	60	0	0	140	0	0	0	0	0	1	0	1	0	0	
16	0	0	22	0	0	0	0	"破坏之剑"	82	1	4	0	35	0	84	0	0	160	60	0	0	0	0	1	0	1	0	0	
17	0	0	23	0	0	0	0	"屠龙刀"	104	2	4	0	40	0	89	0	0	180	50	0	0	0	0	2	0	0	0	0	
18	0	0	23	0	0	0	0	"奔雷剑"	105	2	3	0	40	0	86	0	0	180	50	0	0	0	0	0	0	1	0	0	
19	0	0	22	0	0	0	0	"大天使之剑"	86	1	4	0	35	0	168	0	0	140	50	0	0	0	0	1	0	1	1	0	
20	0	0	22	0	0	0	0	"断月之光"	140	1	4	0	35	0	90	0	0	116	38	0	0	0	0	2	0	0	0	0	
21	0	0	56	0	0	0	0	"魔神剑"	140	2	4	0	40	0	100	0	29440	116	53	9	0	0	0	0	0	1	0	0	
22	0	0	22	0	0	0	0	"龙骨巨晶剑"	147	1	4	0	40	0	95	0	0	100	35	0	0	0	0	2	0	0	0	0	
23	0	0	56	0	0	0	0	"傲天魔剑"	147	2	4	0	45	0	110	0	34304	98	48	7	0	0	0	0	0	1	0	0	
24	0	0	22	0	0	0	0	"暴风锯齿"	115	2	4	0	40	0	90	0	0	192	30	0	0	0	0	2	0	0	0	0	
25	0	0	56	0	0	0	0	"烈火巨刃"	115	2	4	0	40	0	90	0	27648	136	57	9	0	0	0	0	0	1	0	0	
26	0	0	22	0	0	0	0	"虚伪之剑"	137	1	4	0	40	0	90	0	0	193	53	0	0	0	0	2	0	0	0	0	
27	0	0	22	0	0	0	0	"杀戮之剑"	133	1	4	0	35	0	90	0	0	53	176	0	0	0	0	2	0	0	0	0	
28	0	0	56	0	0	0	0	"双子之剑"	139	1	4	0	45	0	90	0	27904	91	73	17	0	0	0	0	0	1	0	0	
31	0	0	56	0	0	0	0	"天雷剑"	100	2	4	0	35	0	93	0	26624	135	62	9	0	0	0	0	0	1	0	0	
32	0	0	4	1	0	0	0	"神圣火焰拳刃"	52	1	2	0	25	0	65	0	0	85	35	0	0	0	0	0	0	0	0	0	
33	0	0	5	1	0	0	0	"暴风毁灭拳刃"	82	1	2	0	30	0	77	0	0	100	50	0	0	0	0	0	0	0	0	0	
34	0	0	4	1	0	0	0	"刀锋拳刃"	105	1	2	0	35	0	86	0	0	120	60	0	0	0	0	0	0	0	0	0	
35	0	0	14	1	0	0	0	"凤魂之星"	147	1	2	0	40	0	98	0	0	101	51	0	0	0	0	0	0	0	0	0	
51	0	0	22	0	0	0	0	"祝福大天使之剑"	86	1	4	0	45	0	168	0	0	140	50	0	0	0	0	1	0	1	1	0	
end
//Index	ItemSlot	Skill	X	Y	Serial	Option	Drop	ItemName	ItemLvl	DmgMin	DmgMax	Speed	Durability	MagicDur	MagicPwr	RequiredLvl	Strength	Agility	Energy	Vitality	Command	Type	DW/SM	DK/BK	Elf/ME	MG	DL	SUM
1
0	0	0	0	0	0	0	0	"短斧"	1	1	3	0	20	0	18	0	0	50	0	0	0	0	1	1	1	1	1	1	
1	0	0	0	0	0	0	0	"手斧"	4	1	3	0	30	0	20	0	0	70	0	0	0	0	1	1	1	1	1	1	
2	0	0	19	0	0	0	0	"双刃斧"	14	1	3	0	20	0	26	0	0	90	0	0	0	0	0	1	0	1	1	0	
3	0	0	19	0	0	0	0	"飞翔斧"	18	1	3	0	30	0	28	0	0	100	0	0	0	0	0	1	0	1	1	0	
4	0	0	0	0	0	0	0	"精灵之斧"	26	1	3	0	40	0	32	0	0	50	70	0	0	0	1	0	1	1	0	1	
5	0	0	19	0	0	0	0	"战士之斧"	30	2	3	0	20	0	36	0	0	120	0	0	0	0	0	1	1	1	0	0	
6	0	0	19	0	0	0	0	"斗士之斧"	34	2	3	0	30	0	44	0	0	130	0	0	0	0	0	1	1	1	0	0	
7	0	0	19	0	0	0	0	"斗神之斧"	46	2	3	0	25	0	55	0	0	140	0	0	0	0	0	1	0	1	0	0	
8	0	0	19	0	0	0	0	"末日之斧"	54	2	3	0	30	0	65	0	0	100	40	0	0	0	1	1	0	1	0	0	
end
//Index	ItemSlot	Skill	X	Y	Serial	Option	Drop	ItemName	ItemLvl	DmgMin	DmgMax	Speed	Durability	MagicDur	MagicPwr	RequiredLvl	Strength	Agility	Energy	Vitality	Command	Type	DW/SM	DK/BK	Elf/ME	MG	DL	SUM
2
0	0	0	0	0	0	0	0	"石槌"	7	1	3	0	15	0	21	0	0	100	0	0	0	0	0	1	0	1	1	0	
1	0	0	19	0	0	0	0	"流星槌"	13	1	3	0	15	0	25	0	0	100	0	0	0	0	0	1	0	1	1	0	
2	0	0	0	0	0	0	0	"破坏之槌"	22	1	3	0	15	0	32	0	0	80	50	0	0	0	0	1	0	1	1	0	
3	0	0	19	0	0	0	0	"白金之槌"	38	2	3	0	15	0	50	0	0	150	0	0	0	0	0	1	0	1	0	0	
4	0	0	19	0	0	0	0	"水晶流星"	66	2	3	0	30	0	72	0	0	130	0	0	0	0	1	1	1	1	0	0	
5	0	0	23	0	0	0	0	"玄冰剑"	72	2	4	0	40	0	76	0	0	130	70	0	0	0	1	1	1	1	0	0	
6	0	0	23	0	0	0	0	"玛雅龙斧"	75	2	4	0	35	0	80	0	0	140	50	0	0	0	0	1	0	1	0	0	
7	0	0	0	0	0	0	0	"精灵之槌"	90	1	3	0	50	0	50	0	0	15	42	0	0	0	0	0	2	0	0	0	
8	0	0	66	0	0	0	0	"战斗权杖"	54	1	3	0	45	0	40	0	768	80	17	0	0	0	0	0	0	0	1	0	
9	0	0	66	0	0	0	0	"征服权杖"	72	1	3	0	45	0	45	0	5120	87	18	0	0	0	0	0	0	0	1	0	
10	0	0	66	0	0	0	0	"圣剑权杖"	82	1	4	0	45	0	65	0	8960	100	21	0	0	0	0	0	0	0	1	0	
11	0	0	66	0	0	0	0	"王者权杖"	98	1	4	0	40	0	72	0	13312	105	23	0	0	0	0	0	0	0	1	0	
12	0	0	66	0	0	0	0	"至尊权杖"	140	1	4	0	40	0	84	0	17152	90	20	0	0	0	0	0	0	0	1	0	
13	0	0	66	0	0	0	0	"大天使绝对权杖"	150	1	4	0	40	0	90	0	19968	75	16	0	0	1	0	0	0	0	1	0	
14	0	0	66	0	0	0	0	"圣尊天使权杖"	146	1	4	0	40	0	95	0	21504	80	15	0	0	0	0	0	0	0	1	0	
15	0	0	66	0	0	0	0	"圣光权杖"	110	1	4	0	40	0	78	0	15360	108	22	0	0	0	0	0	0	0	1	0	
16	0	0	0	0	0	0	0	"巨毒之刺"	121	1	3	0	50	0	80	0	0	27	19	0	0	0	0	0	2	0	0	0	
17	0	0	66	0	0	0	0	"独裁权杖"	135	1	4	0	40	0	90	0	18432	119	24	0	0	0	0	0	0	0	1	0	
18	0	0	66	0	0	0	0	"天尊权杖"	147	1	4	0	40	0	86	0	17920	87	20	0	0	0	0	0	0	0	1	0	
25	0	0	66	0	0	0	0	"祝福大天使绝对权杖"	150	1	4	0	45	0	90	0	19968	75	16	0	0	1	0	0	0	0	1	0	
end
//Index	ItemSlot	Skill	X	Y	Serial	Option	Drop	ItemName	ItemLvl	DmgMin	DmgMax	Speed	Durability	MagicDur	MagicPwr	RequiredLvl	Strength	Agility	Energy	Vitality	Command	Type	DW/SM	DK/BK	Elf/ME	MG	DL	SUM
3
0	0	0	22	0	0	0	0	"黑武士"	42	2	4	0	25	0	56	0	0	60	70	0	0	0	0	1	1	1	0	0	
1	0	0	0	0	0	0	0	"鹤嘴矛"	23	2	4	0	30	0	42	0	0	70	50	0	0	0	0	1	1	1	0	0	
2	0	0	0	0	0	0	0	"战矛"	15	2	4	0	30	0	34	0	0	70	50	0	0	0	0	1	1	1	0	0	
3	0	0	0	0	0	0	0	"双鹤矛"	29	2	4	0	25	0	44	0	0	90	30	0	0	0	0	1	1	1	0	0	
4	0	0	20	0	0	0	0	"巨蛇镰刀"	46	2	4	0	20	0	58	0	0	90	30	0	0	0	0	1	1	1	0	0	
5	0	0	0	0	0	0	0	"双刃矛"	13	2	4	0	30	0	38	0	0	70	50	0	0	0	0	1	1	1	0	0	
6	0	0	0	0	0	0	0	"斧刃矛"	19	2	4	0	30	0	40	0	0	70	50	0	0	0	0	1	1	1	0	0	
