//Index	Name	Damage	Mana	BP	Dis	Delay	Ene	Cmd	Attr	Type	UseType	Brand	KillCnt	St1	St2	St3	DW	DK	FE	MG	DL	SUM	RF	STUnk1	STUnk2	STUnk3	STUnk4	STUnk5	STUnk6	STUnk7	STUnk8	STUnk9	STUnk10
1	"毒咒"	30	12	42	0	6	0	100	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	2
2	"陨石"	21	21	12	0	6	0	100	0	4	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
3	"掌心雷"	13	17	15	0	6	0	100	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
4	"火球"	5	8	3	0	6	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
5	"火龙"	35	25	50	0	6	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
6	"瞬间移动"	17	0	30	0	6	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	"冰封"	25	10	38	0	6	0	100	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	2	0	2
8	"龙卷风"	40	35	60	0	6	0	100	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
9	"黑龙波"	50	45	90	0	8	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
10	"地狱火"	60	120	160	0	0	0	100	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
11	"真空波"	9	14	5	0	6	0	100	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2
12	"极光"	74	80	140	0	6	0	110	0	6	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
13	"爆炎"	80	70	150	0	3	0	150	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
14	"毁灭烈焰"	88	100	200	0	0	0	200	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
15	"小挪移"	83	0	90	25	6	0	188	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
16	"守护之魂"	77	0	70	22	6	0	126	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
17	"能量球"	2	3	1	0	6	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2
18	"圣盾防御"	0	0	30	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0
19	"地裂斩"	0	0	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1
20	"牙突刺"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
21	"升龙击"	0	0	8	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
22	"旋风斩"	0	0	9	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
23	"天地十字剑"	0	0	10	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1
24	"多重箭"	0	0	5	0	6	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
26	"治疗"	8	0	20	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	4
27	"守护之光"	13	0	30	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
28	"战神之力"	18	0	40	0	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4
30	"召唤 哥布林"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
31	"召唤 石巨人"	0	0	70	0	0	0	170	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
32	"召唤 暗杀者"	0	0	110	0	0	0	190	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
33	"召唤 雪人王"	0	0	160	0	0	0	230	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
34	"召唤 暗黑骑士"	0	0	200	0	0	0	250	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
35	"召唤 守护兽巴里"	0	0	250	0	0	0	260	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
36	"召唤 黄金斗士"	0	0	350	0	0	0	280	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
38	"毒炎"	96	95	110	7	6	0	243	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	2
39	"暴风雪"	93	80	100	5	6	0	223	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
40	"星晨一怒"	100	0	180	45	6	0	258	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
41	"霹雳回旋斩"	0	0	10	10	3	0	0	0	5	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
42	"雷霆裂闪"	170	60	25	20	4	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
43	"袭风刺"	160	70	15	12	2	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
44	"半月斩"	0	90	22	15	6	0	0	0	-1	0	0	75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
45	"回旋刃"	0	90	150	10	6	0	0	0	-1	0	0	75	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
46	"天堂之箭"	0	120	20	15	8	0	0	0	-1	0	0	75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
47	"钻云枪"	28	15	8	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
48	"生命之光"	120	0	22	24	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
49	"流星焰"	110	30	9	0	3	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
50	"恶魔的咆哮(怪物)"	60	120	160	0	0	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	"冰封箭"	0	105	10	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1
52	"穿透箭"	130	70	7	9	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
55	"玄月斩"	0	80	15	20	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1
56	"天雷闪"	0	0	15	0	8	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
57	"风舞回旋斩"	0	75	20	15	5	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
60	"冲击"	0	10	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
61	"星云火链"	74	100	25	0	6	0	20	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
62	"地裂"	0	150	0	50	10	10000	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
63	"星云召唤"	98	0	70	30	0	30000	34	400	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
64	"致命圣印"	82	0	50	50	0	0	25	300	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
65	"圣极光"	92	250	0	100	10	5000	29	340	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
66	"冲击波"	0	50	10	0	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
67	"束缚术"	0	0	70	50	2	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	2	0	0
68	"解除束缚"	0	0	25	30	0	0	0	0	-1	0	1	0	2	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
69	"增益魔法"	0	0	35	30	0	0	0	0	-1	0	1	0	4	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0
70	"透明术"	0	0	80	60	0	0	0	0	-1	0	1	0	5	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
71	"解除透明"	0	0	40	30	0	0	0	0	-1	0	1	0	2	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0
72	"解除魔法"	0	0	90	70	0	0	0	0	-1	0	1	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
73	"幻魔光束"	0	85	130	7	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
74	"神圣火焰"	0	150	30	10	6	0	0	0	-1	0	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
76	"炎狼闪电链"	110	60	50	20	6	1500	0	0	-1	0	0	0	0	0	0	0	2	2	2	1	1	2	1	0	0	0	0	0
77	"无影箭"	0	0	50	10	6	200	0	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
78	"火舞旋风"	102	130	45	10	6	0	32	70	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
79	"星爆"	0	0	0	0	2	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
200	"怪物召唤"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	"魔法攻击免疫"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
202	"物理攻击免疫"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
203	"祝福药水"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	"灵魂药水"	0	0	40	0	0	0	90	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	"保护咒语"	0	0	30	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0
211	"束缚咒语"	0	0	30	0	3	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	2	0	0
212	"追踪咒语"	0	0	30	0	0	0	0	0	0	0	0	0	10	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
213	"腐蚀咒语"	0	0	30	0	3	0	0	0	0	0	0	0	5	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
214	"摄魂咒"	35	35	50	0	6	0	93	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
215	"链雷咒"	75	70	85	0	6	0	75	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
217	"伤害反射"	80	0	40	10	5	5000	111	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
218	"狂暴术"	83	0	100	50	5	5000	181	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
219	"昏睡术"	40	0	20	3	6	0	100	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
221	"虚弱阵"	93	0	50	15	6	4000	173	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
222	"破御阵"	111	0	70	15	6	4000	201	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
223	"爆裂击"	50	40	90	5	6	4000	100	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4
224	"安魂弥撒"	75	65	110	10	6	4000	99	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4
225	"污染"	85	80	120	15	6	4000	115	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4
230	"烈光闪"	93	95	115	7	6	0	216	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
232	"致命一击"	100	110	30	24	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
233	"法神附体"	220	0	200	50	6	0	118	0	-1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
234	"防护值恢复"	100	0	40	10	6	0	37	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
235	"五重箭"	100	40	10	7	6	0	0	0	-1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
236	"火剑袭"	100	140	20	25	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
237	"闪电轰顶"	220	110	120	10	6	0	118	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
238	"黑暗之力"	100	190	50	15	6	0	16	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
239	"生魂广场自爆技能"	100	140	20	25	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
260	"幽冥青狼拳"	0	0	9	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
261	"斗气爆裂拳"	0	0	9	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
262	"回旋踢"	0	0	15	20	4	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
263	"幽冥光速拳"	0	0	70	0	8	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
264	"炎龙拳"	0	0	50	30	3	700	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
265	"嗜血之龙"	200	0	100	100	4	3000	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
266	"斗神-破"	120	0	50	10	3	0	80	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
267	"斗神-命"	80	0	50	10	7	0	35	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
268	"斗神-御"	50	0	50	10	7	0	30	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
269	"冲锋"	0	90	20	15	4	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
270	"神圣气旋"	0	0	30	0	4	1200	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
300	"减少耐久 (1)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	0	0	0	0
301	"PVP防御率提高"	0	12	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	1	0	0	0
302	"提高最大SD"	0	13	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	2	0	0	0
303	"魔法值自动恢复力提高"	0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	3	0	0	0
304	"毒抵抗力提高"	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	2	4	0	0	0
305	"减少耐久 (2)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	5	0	0	0
306	"SD自动恢复力提高"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	6	0	0	0
307	"生命值自动恢复力提高"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	7	0	0	0
308	"雷抵抗力提高"	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	3	3	3	3	3	3	0	3	8	0	0	0
309	"防御力增加"	0	16	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	9	0	0	0
310	"AG值自动恢复力提高"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	10	0	0	0
311	"冰抵抗力提高"	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	11	0	0	0
312	"减少耐久 (3)"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	12	0	0	0
313	"防御成功率提高"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	13	0	0	0
314	"施展无敌"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	14	0	0	0
315	"套装防御力增加"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	15	0	0	0
316	"复仇"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	16	0	0	0
317	"智力属性增加"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	17	0	0	0
318	"体力属性增加"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	18	0	0	0
319	"敏捷属性增加"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	19	0	0	0
320	"力量属性增加"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	20	0	0	0
321	"暴风之翼吸收强化"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	8	21	0	0	0
322	"暴风之翼防御强化"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	8	22	0	0	0
323	"施展无敌"	0	1	0	0	0	0	0	0	-1	0	4	0	0	0	0	0	3	3	3	3	3	3	3	6	14	0	0	0
324	"暴风之翼攻击强化"	0	17	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	9	24	0	0	0
325	"攻击成功率提高"	0	13	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	25	0	0	0
326	"旋风斩强化"	0	22	9	0	2	0	0	0	-1	0	4	22	0	0	0	0	0	3	0	0	0	0	0	2	26	0	1	1
327	"天地十字剑强化"	0	3	10	0	2	0	0	0	-1	0	4	23	0	0	0	0	0	3	0	0	0	0	0	2	27	0	1	1
328	"地裂斩强化"	0	3	9	0	3	0	0	0	-1	0	4	19	0	0	0	0	0	3	0	0	0	0	0	2	28	0	1	1
329	"牙突刺强化"	0	3	9	0	2	0	0	0	-1	0	4	20	0	0	0	0	0	3	0	0	0	0	0	2	29	0	1	1
330	"霹雳回旋斩强化"	0	3	10	10	2	0	0	0	-1	0	4	41	0	0	0	0	0	3	0	0	0	0	0	3	30	0	0	1
331	"雷霆裂闪强化"	170	22	25	22	3	0	0	0	-1	0	4	42	0	0	0	0	0	3	0	0	0	0	0	3	31	0	0	1
332	"霹雳回旋斩精通"	0	1	22	20	2	0	0	0	-1	0	4	330	0	0	0	0	0	3	0	0	0	0	0	4	32	0	0	0
333	"雷霆裂闪精通"	170	1	50	30	3	0	0	0	4	0	4	331	0	0	0	0	0	3	0	0	0	0	0	4	33	0	0	0
334	"最大生命力 增加"	0	9	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	34	0	0	0
335	"武器精通"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	4	35	0	0	0
336	"袭风刺强化"	160	22	15	13	2	0	0	0	5	0	4	43	0	0	0	0	0	3	0	0	0	0	0	5	36	0	0	1
337	"致命一击强化"	100	22	30	24	5	0	0	0	0	0	4	232	0	0	0	0	0	3	0	0	0	0	0	5	37	0	0	1
338	"最大魔法值增加"	0	9	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	38	0	0	0
339	"袭风刺熟练"	160	7	30	26	2	0	0	0	5	0	4	336	0	0	0	0	0	3	0	0	0	0	0	6	39	0	0	0
340	"致命一击熟练"	100	7	30	24	5	0	0	0	0	0	4	337	0	0	0	0	0	3	0	0	0	0	0	6	40	0	0	0
341	"最大AG 增加"	0	8	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	41	0	0	0
342	"袭风刺精通"	160	7	30	26	2	0	0	0	5	0	4	339	0	0	0	0	0	3	0	0	0	0	0	7	42	0	0	0
343	"致命一击精通"	100	1	30	24	5	0	0	0	0	0	4	340	0	0	0	0	0	3	0	0	0	0	0	7	43	0	0	0
344	"血腥风暴"	0	25	87	29	3	10000	0	0	-1	0	4	0	0	0	0	0	0	3	0	3	0	0	0	8	44	0	0	0
345	"连击强化"	0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	8	45	0	0	0
346	"血腥风暴强化"	0	22	87	29	3	10000	0	0	-1	0	4	344	0	0	0	0	0	3	0	3	0	0	0	9	46	0	0	1
347	"PVP攻击率提高"	0	14	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	1	47	0	0	0
348	"双手剑强化"	0	4	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	48	0	0	1
349	"单手剑强化"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	2	49	0	0	1
350	"钝器类强化"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	50	0	0	1
351	"枪类强化"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	2	51	0	0	1
352	"双手剑精通"	0	5	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	52	0	0	0
353	"单手剑精通"	0	23	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	0	0	0	3	53	0	0	0
354	"钝器类精通"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	54	0	0	0
355	"枪类精通"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	55	0	0	0
356	"生命之光强化"	120	7	24	26	0	0	0	0	-1	0	4	48	0	0	0	0	0	3	0	0	0	0	0	4	56	1	0	0
357	"魔法值减少"	0	18	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	57	0	0	0
358	"杀怪时SD恢复"	0	11	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	58	0	0	0
359	"杀怪时生命力恢复"	0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	4	59	0	0	0
360	"生命之光熟练"	120	7	26	28	0	0	0	0	-1	0	4	356	0	0	0	0	0	3	0	0	0	0	0	5	60	1	0	0
361	"最小攻击力提高"	0	22	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	5	61	0	0	1
362	"杀怪时魔法值恢复"	0	6	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	5	62	0	0	0
363	"生命之光精通"	120	7	28	30	0	0	0	0	-1	0	4	360	0	0	0	0	0	3	0	0	0	0	0	6	63	1	0	0
364	"最大攻击力提高"	0	3	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	0	3	0	3	3	0	0	6	64	0	0	1
366	"致命一击几率提高"	0	7	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	6	66	0	0	0
367	"魔法值完全恢复"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	67	0	0	0
368	"生命力完全恢复"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	68	0	0	0
369	"卓越一击几率提高"	0	1	0	0	0	0	0	0	-1	0	3	0	0	0	0	0	3	3	3	3	3	3	0	7	69	0	0	0
